team_name,match_number,overall_match_result,map_number,map_name,map_result,our_score,their_score,map_score,match_url
100 Thieves,27,L,1,Bind,L,10,13,10-13,https://www.vlr.gg/353185/leviat-n-vs-100-thieves-champions-tour-2024-americas-stage-2-w2
100 Thieves,27,L,2,Haven,L,4,13,4-13,https://www.vlr.gg/353185/leviat-n-vs-100-thieves-champions-tour-2024-americas-stage-2-w2
100 Thieves,28,L,1,Icebox,L,12,14,12-14,https://www.vlr.gg/353179/furia-vs-100-thieves-champions-tour-2024-americas-stage-2-w1
100 Thieves,28,L,2,Haven,L,14,16,14-16,https://www.vlr.gg/353179/furia-vs-100-thieves-champions-tour-2024-americas-stage-2-w1
100 Thieves,29,L,1,Bind,L,13,15,13-15,https://www.vlr.gg/348474/100-thieves-vs-team-heretics-champions-tour-2024-masters-shanghai-lr3
100 Thieves,29,L,2,Sunset,L,1,13,1-13,https://www.vlr.gg/348474/100-thieves-vs-team-heretics-champions-tour-2024-masters-shanghai-lr3
100 Thieves,30,W,1,Breeze,W,13,5,13-5,https://www.vlr.gg/348471/100-thieves-vs-paper-rex-champions-tour-2024-masters-shanghai-lr2
100 Thieves,30,W,2,Sunset,L,10,13,10-13,https://www.vlr.gg/348471/100-thieves-vs-paper-rex-champions-tour-2024-masters-shanghai-lr2
100 Thieves,30,W,3,Icebox,W,14,12,14-12,https://www.vlr.gg/348471/100-thieves-vs-paper-rex-champions-tour-2024-masters-shanghai-lr2
100 Thieves,31,L,1,Icebox,L,10,13,10-13,https://www.vlr.gg/348470/100-thieves-vs-gen-g-champions-tour-2024-masters-shanghai-ubsf
100 Thieves,31,L,2,Ascent,L,10,13,10-13,https://www.vlr.gg/348470/100-thieves-vs-gen-g-champions-tour-2024-masters-shanghai-ubsf
100 Thieves,32,W,1,Icebox,W,13,2,13-2,https://www.vlr.gg/348465/100-thieves-vs-fut-esports-champions-tour-2024-masters-shanghai-ubqf
100 Thieves,32,W,2,Bind,W,13,5,13-5,https://www.vlr.gg/348465/100-thieves-vs-fut-esports-champions-tour-2024-masters-shanghai-ubqf
100 Thieves,33,W,1,Bind,W,13,9,13-9,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf
100 Thieves,33,W,2,Breeze,W,13,7,13-7,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf
100 Thieves,33,W,3,Sunset,W,13,8,13-8,https://www.vlr.gg/337412/100-thieves-vs-g2-esports-champions-tour-2024-americas-stage-1-gf
100 Thieves,34,W,1,Ascent,W,13,5,13-5,https://www.vlr.gg/337411/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-ubf
100 Thieves,34,W,2,Bind,L,8,13,8-13,https://www.vlr.gg/337411/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-ubf
100 Thieves,34,W,3,Split,W,13,11,13-11,https://www.vlr.gg/337411/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-ubf
100 Thieves,35,W,1,Bind,W,13,3,13-3,https://www.vlr.gg/337410/leviat-n-vs-100-thieves-champions-tour-2024-americas-stage-1-ubsf
100 Thieves,35,W,2,Sunset,L,12,14,12-14,https://www.vlr.gg/337410/leviat-n-vs-100-thieves-champions-tour-2024-americas-stage-1-ubsf
100 Thieves,35,W,3,Icebox,W,13,10,13-10,https://www.vlr.gg/337410/leviat-n-vs-100-thieves-champions-tour-2024-americas-stage-1-ubsf
100 Thieves,36,W,1,Bind,W,13,6,13-6,https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko
100 Thieves,36,W,2,Icebox,W,13,4,13-4,https://www.vlr.gg/337408/100-thieves-vs-loud-champions-tour-2024-americas-stage-1-ko
100 Thieves,37,W,1,Split,W,13,8,13-8,https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5
100 Thieves,37,W,2,Bind,W,13,7,13-7,https://www.vlr.gg/314651/nrg-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w5
100 Thieves,38,L,1,Sunset,L,7,13,7-13,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4
100 Thieves,38,L,2,Breeze,W,13,11,13-11,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4
100 Thieves,38,L,3,Split,L,8,13,8-13,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4
100 Thieves,39,W,1,Bind,W,13,7,13-7,https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3
100 Thieves,39,W,2,Ascent,W,13,6,13-6,https://www.vlr.gg/314639/cloud9-vs-100-thieves-champions-tour-2024-americas-stage-1-w3
100 Thieves,40,W,1,Bind,W,13,9,13-9,https://www.vlr.gg/314628/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w2
100 Thieves,40,W,2,Split,W,13,8,13-8,https://www.vlr.gg/314628/g2-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w2
100 Thieves,41,L,1,Icebox,L,10,13,10-13,https://www.vlr.gg/314625/sentinels-vs-100-thieves-champions-tour-2024-americas-stage-1-w1
100 Thieves,41,L,2,Split,L,6,13,6-13,https://www.vlr.gg/314625/sentinels-vs-100-thieves-champions-tour-2024-americas-stage-1-w1
100 Thieves,42,L,1,Lotus,L,5,13,5-13,https://www.vlr.gg/295613/sentinels-vs-100-thieves-champions-tour-2024-americas-kickoff-elim-b
100 Thieves,42,L,2,Bind,W,13,6,13-6,https://www.vlr.gg/295613/sentinels-vs-100-thieves-champions-tour-2024-americas-kickoff-elim-b
100 Thieves,42,L,3,Split,L,8,13,8-13,https://www.vlr.gg/295613/sentinels-vs-100-thieves-champions-tour-2024-americas-kickoff-elim-b
100 Thieves,43,L,1,Bind,L,9,13,9-13,https://www.vlr.gg/295611/leviat-n-vs-100-thieves-champions-tour-2024-americas-kickoff-opening-b
100 Thieves,43,L,2,Split,W,13,3,13-3,https://www.vlr.gg/295611/leviat-n-vs-100-thieves-champions-tour-2024-americas-kickoff-opening-b
100 Thieves,43,L,3,Icebox,L,11,13,11-13,https://www.vlr.gg/295611/leviat-n-vs-100-thieves-champions-tour-2024-americas-kickoff-opening-b
100 Thieves,44,L,1,Lotus,W,13,11,13-11,https://www.vlr.gg/294186/cloud9-vs-100-thieves-ludwig-x-tarik-invitational-2-lr1
100 Thieves,44,L,2,Sunset,L,11,13,11-13,https://www.vlr.gg/294186/cloud9-vs-100-thieves-ludwig-x-tarik-invitational-2-lr1
100 Thieves,44,L,3,Icebox,L,13,15,13-15,https://www.vlr.gg/294186/cloud9-vs-100-thieves-ludwig-x-tarik-invitational-2-lr1
100 Thieves,45,L,1,Split,L,7,13,7-13,https://www.vlr.gg/294183/100-thieves-vs-oxygen-esports-ludwig-x-tarik-invitational-2-ubsf
100 Thieves,45,L,2,Ascent,L,12,14,12-14,https://www.vlr.gg/294183/100-thieves-vs-oxygen-esports-ludwig-x-tarik-invitational-2-ubsf
100 Thieves,46,L,1,Lotus,L,8,13,8-13,https://www.vlr.gg/283098/drx-vs-100-thieves-red-bull-home-ground-4-qf
100 Thieves,46,L,2,Ascent,L,11,13,11-13,https://www.vlr.gg/283098/drx-vs-100-thieves-red-bull-home-ground-4-qf
100 Thieves,47,W,1,Split,W,13,7,13-7,https://www.vlr.gg/283094/100-thieves-vs-scarz-red-bull-home-ground-4-r2
100 Thieves,48,L,1,Haven,L,3,13,3-13,https://www.vlr.gg/283089/fut-esports-vs-100-thieves-red-bull-home-ground-4-r1
100 Thieves,49,L,1,Pearl,W,14,12,14-12,https://www.vlr.gg/232730/sentinels-vs-100-thieves-champions-tour-2023-americas-last-chance-qualifier-ubqf
100 Thieves,49,L,2,Split,L,7,13,7-13,https://www.vlr.gg/232730/sentinels-vs-100-thieves-champions-tour-2023-americas-last-chance-qualifier-ubqf
100 Thieves,49,L,3,Bind,L,7,13,7-13,https://www.vlr.gg/232730/sentinels-vs-100-thieves-champions-tour-2023-americas-last-chance-qualifier-ubqf
100 Thieves,50,L,1,Fracture,L,6,13,6-13,https://www.vlr.gg/184036/mibr-vs-100-thieves-champions-tour-2023-americas-league-w8
100 Thieves,50,L,2,Pearl,W,14,12,14-12,https://www.vlr.gg/184036/mibr-vs-100-thieves-champions-tour-2023-americas-league-w8
100 Thieves,50,L,3,Lotus,L,7,13,7-13,https://www.vlr.gg/184036/mibr-vs-100-thieves-champions-tour-2023-americas-league-w8
