team_id,team_name,match_number_x,date,result,score,opponent,tournament,match_url,match_number_y,maps_played,map_results,our_scores,their_scores,total_maps,maps_won,maps_lost,all_players,all_player_teams,all_player_ratings,has_valid_team,mean_my_rating,mean_opp_rating,rolling_15d_my,rolling_15d_opp,rolling_20d_my,rolling_20d_opp,rolling_21d_my,rolling_21d_opp,rolling_22d_my,rolling_22d_opp,rolling_23d_my,rolling_23d_opp,rolling_24d_my,rolling_24d_opp,rolling_25d_my,rolling_25d_opp,rolling_30d_my,rolling_30d_opp,rolling_45d_my,rolling_45d_opp,rolling_60d_my,rolling_60d_opp,rolling_80d_my,rolling_80d_opp,rolling_90d_my,rolling_90d_opp,rolling_100d_my,rolling_100d_opp,rolling_120d_my,rolling_120d_opp,rolling_150d_my,rolling_150d_opp,rolling_200d_my,rolling_200d_opp,maps_won_ratio,round_differential,rolling_maps_won_ratio,rolling_round_diff,my_team_rating_std,opp_team_rating_std,rolling_my_consistency,rolling_opp_consistency,consistency_advantage,my_best_player,opp_best_player,star_player_diff,rolling_my_star,rolling_opp_star,star_player_advantage,recent_form,h2h_advantage
2,Sentinels,50,2024-05-03,W,2:0,FURIA,VCT 24: AMER Stage 1,https://www.vlr.gg/314650/sentinels-vs-furia-champions-tour-2024-americas-stage-1-w5,50.0,"['Split', 'Icebox']","['W', 'W']","[13.0, 13.0]","[5.0, 9.0]",2.0,2.0,0.0,"['TenZ', 'zekken', 'Zellsis', 'johnqt', 'Sacy', 'nzr', 'Khalil', 'kon4n', 'mwzera', 'havoc']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'FUR', 'FUR', 'FUR', 'FUR', 'FUR']","[1.63, 1.28, 1.08, 0.95, 0.79, 1.02, 0.95, 0.82, 0.75, 0.6]",True,1.1460000000000001,0.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,,,0.2904203849594584,0.1482430436816514,,,,1.63,1.02,0.6099999999999999,,,,0.5,0.5
2,Sentinels,49,2024-06-22,W,2:0,NRG,VCT 24: AMER Stage 2,https://www.vlr.gg/353178/sentinels-vs-nrg-esports-champions-tour-2024-americas-stage-2-w1,49.0,"['Lotus', 'Sunset']","['W', 'W']","[13.0, 14.0]","[8.0, 12.0]",2.0,2.0,0.0,"['zekken', 'Zellsis', 'TenZ', 'Sacy', 'johnqt', 'Ethan', 's0m', 'Victor', 'crashies', 'FiNESSE']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG']","[1.41, 1.28, 1.22, 1.22, 0.87, 0.98, 0.94, 0.84, 0.7, 0.64]",True,1.2,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,1.0,12.0,0.17899720668211555,0.1320605921537534,,,,1.41,0.98,0.42999999999999994,,,,0.5,0.5
2,Sentinels,48,2024-06-29,W,2:0,KRÜ Esports,VCT 24: AMER Stage 2,https://www.vlr.gg/353183/sentinels-vs-kr-esports-champions-tour-2024-americas-stage-2-w2,48.0,"['Lotus', 'Split']","['W', 'W']","[13.0, 13.0]","[11.0, 10.0]",2.0,2.0,0.0,"['TenZ', 'zekken', 'Zellsis', 'Sacy', 'johnqt', 'keznit', 'Melser', 'heat', 'Shyy', 'Klaus']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ']","[1.24, 1.21, 1.12, 1.0, 0.95, 1.08, 1.05, 1.04, 0.67, 0.66]",True,1.1039999999999999,0.9,,,,,,,,,,,,,,,,,,,1.173,0.824,1.173,0.824,1.173,0.824,1.173,0.824,1.173,0.824,1.173,0.824,1.173,0.824,1.0,5.0,1.0,7.0,0.11359577456930342,0.19235384061671346,,,,1.24,1.08,0.15999999999999992,,,,1.0,0.5
2,Sentinels,47,2024-07-01,W,2:0,Cloud9,VCT 24: AMER Stage 2,https://www.vlr.gg/353187/sentinels-vs-cloud9-champions-tour-2024-americas-stage-2-w2,47.0,"['Haven', 'Split']","['W', 'W']","[13.0, 13.0]","[5.0, 8.0]",2.0,2.0,0.0,"['zekken', 'Zellsis', 'TenZ', 'johnqt', 'Sacy', 'Xeppaa', 'moose', 'runi', 'vanity', 'OXY']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'C9', 'C9', 'C9', 'C9', 'C9']","[1.42, 1.3, 1.05, 1.01, 0.94, 1.11, 0.88, 0.8, 0.77, 0.57]",True,1.144,0.826,1.152,0.86,1.152,0.86,1.152,0.86,1.152,0.86,1.152,0.86,1.152,0.86,1.152,0.86,1.152,0.86,1.152,0.86,1.1500000000000001,0.8493333333333334,1.1500000000000001,0.8493333333333334,1.1500000000000001,0.8493333333333334,1.1500000000000001,0.8493333333333334,1.1500000000000001,0.8493333333333334,1.1500000000000001,0.8493333333333334,1.1500000000000001,0.8493333333333334,1.0,13.0,1.0,6.0,0.18380424369420853,0.17488281790959342,0.14629649062570949,0.16220721638523344,0.015910725759523958,1.42,1.11,0.30999999999999983,1.325,1.03,0.29499999999999993,1.0,0.5
2,Sentinels,46,2024-07-14,L,0:2,G2 Esports,VCT 24: AMER Stage 2,https://www.vlr.gg/353201/sentinels-vs-g2-esports-champions-tour-2024-americas-stage-2-w4,46.0,"['Bind', 'Lotus']","['L', 'L']","[6.0, 9.0]","[13.0, 13.0]",2.0,0.0,2.0,"['johnqt', 'TenZ', 'zekken', 'Sacy', 'Zellsis', 'icy', 'trent', 'JonahP', 'leaf', 'valyn']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'G2', 'G2', 'G2', 'G2', 'G2']","[1.08, 0.96, 0.74, 0.7, 0.65, 1.35, 1.3, 1.3, 1.04, 0.96]",True,0.826,1.19,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.149333333333333,0.8486666666666666,1.1484999999999999,0.8434999999999999,1.1484999999999999,0.8434999999999999,1.1484999999999999,0.8434999999999999,1.1484999999999999,0.8434999999999999,1.1484999999999999,0.8434999999999999,1.1484999999999999,0.8434999999999999,1.1484999999999999,0.8434999999999999,0.0,-11.0,1.0,8.333333333333334,0.16536021286875513,0.1582403235588199,0.15879907498187584,0.16643241689335342,0.007633341911477576,1.08,1.35,-0.27,1.3566666666666667,1.0566666666666666,0.30000000000000004,1.0,0.5
2,Sentinels,45,2024-07-17,L,0:2,100 Thieves,VCT 24: AMER Stage 2,https://www.vlr.gg/371267/sentinels-vs-100-thieves-champions-tour-2024-americas-stage-2-ko,45.0,"['Haven', 'Ascent']","['L', 'L']","[7.0, 10.0]","[13.0, 13.0]",2.0,0.0,2.0,"['zekken', 'TenZ', 'Sacy', 'johnqt', 'Zellsis', 'bang', 'eeiu', 'Cryocells', 'Asuna', 'Boostio']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', '100T', '100T', '100T', '100T', '100T']","[1.02, 1.02, 0.88, 0.86, 0.78, 1.63, 1.08, 1.06, 1.05, 0.59]",True,0.9120000000000001,1.082,0.9849999999999999,1.008,1.0246666666666664,0.972,1.0246666666666664,0.972,1.0246666666666664,0.972,1.0685,0.9339999999999999,1.0685,0.9339999999999999,1.0685,0.9339999999999999,1.0685,0.9339999999999999,1.0685,0.9339999999999999,1.0685,0.9339999999999999,1.084,0.9128000000000001,1.084,0.9128000000000001,1.084,0.9128000000000001,1.084,0.9128000000000001,1.084,0.9128000000000001,1.084,0.9128000000000001,0.0,-9.0,0.6666666666666666,2.3333333333333335,0.09431860898041278,0.3298120676991671,0.15425341037742235,0.17515899402837556,0.020905583650953213,1.02,1.63,-0.6099999999999999,1.2466666666666666,1.18,0.06666666666666665,0.75,0.5
2,Sentinels,44,2024-08-01,L,0:2,Gen.G,VCT 2024: Champions,https://www.vlr.gg/378662/gen-g-vs-sentinels-valorant-champions-2024-opening-b,44.0,"['Haven', 'Ascent']","['L', 'L']","[8.0, 7.0]","[13.0, 13.0]",2.0,0.0,2.0,"['t3xture', 'Karon', 'Meteor', 'Munchkin', 'Lakia', 'Sacy', 'TenZ', 'Zellsis', 'johnqt', 'zekken']","['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'SEN', 'SEN', 'SEN', 'SEN', 'SEN']","[1.38, 1.29, 1.25, 0.99, 0.75, 1.35, 0.86, 0.84, 0.74, 0.49]",True,0.8560000000000001,1.1320000000000001,0.869,1.136,0.9964999999999999,0.9995,0.9964999999999999,0.9995,0.9964999999999999,0.9995,0.9964999999999999,0.9995,0.9964999999999999,0.9995,0.9964999999999999,0.9995,1.0372,0.9635999999999999,1.0372,0.9635999999999999,1.0372,0.9635999999999999,1.0553333333333332,0.941,1.0553333333333332,0.941,1.0553333333333332,0.941,1.0553333333333332,0.941,1.0553333333333332,0.941,1.0553333333333332,0.941,0.0,-11.0,0.5,-0.5,0.23085926448812918,0.27989998213647677,0.13926971002816996,0.21382226244607347,0.07455255241790351,1.38,1.35,0.029999999999999805,1.19,1.2925,-0.10250000000000004,0.0,0.5
2,Sentinels,43,2024-08-08,W,2:0,FunPlus Phoenix,VCT 2024: Champions,https://www.vlr.gg/378665/sentinels-vs-funplus-phoenix-valorant-champions-2024-elim-b,43.0,"['Bind', 'Lotus']","['W', 'W']","[13.0, 13.0]","[8.0, 5.0]",2.0,2.0,0.0,"['zekken', 'TenZ', 'johnqt', 'Zellsis', 'Sacy', 'BerLIN', 'Autumn', 'AAAAY', 'Life', 'Lysoar']","['SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'FPX', 'FPX', 'FPX', 'FPX', 'FPX']","[1.49, 1.24, 1.17, 1.08, 1.07, 1.02, 0.98, 0.78, 0.65, 0.54]",True,1.21,0.794,,,0.8646666666666668,1.1346666666666667,0.8646666666666668,1.1346666666666667,0.8646666666666668,1.1346666666666667,0.8646666666666668,1.1346666666666667,0.8646666666666668,1.1346666666666667,0.8646666666666668,1.1346666666666667,0.8646666666666668,1.1346666666666667,1.007,0.9916666666666667,1.007,0.9916666666666667,1.007,0.9916666666666666,1.007,0.9916666666666666,1.026857142857143,0.9682857142857143,1.026857142857143,0.9682857142857143,1.026857142857143,0.9682857142857143,1.026857142857143,0.9682857142857143,1.0,13.0,0.0,-10.333333333333334,0.1532318504750236,0.18499729727755485,0.16351269544576572,0.25598412446482127,0.09247142901905556,1.49,1.02,0.47,1.16,1.4433333333333334,-0.28333333333333344,0.0,0.5
2,Sentinels,42,2024-08-10,W,2:0,Gen.G,VCT 2024: Champions,https://www.vlr.gg/378666/gen-g-vs-sentinels-valorant-champions-2024-decider-b,42.0,"['Lotus', 'Icebox']","['W', 'W']","[13.0, 13.0]","[9.0, 6.0]",2.0,2.0,0.0,"['t3xture', 'Munchkin', 'Meteor', 'Karon', 'Lakia', 'TenZ', 'johnqt', 'zekken', 'Sacy', 'Zellsis']","['GEN', 'GEN', 'GEN', 'GEN', 'GEN', 'SEN', 'SEN', 'SEN', 'SEN', 'SEN']","[1.3, 1.1, 0.63, 0.56, 0.38, 1.32, 1.22, 1.19, 1.17, 1.15]",True,1.21,0.794,1.033,0.9630000000000001,1.0330000000000001,0.9630000000000001,1.0330000000000001,0.9630000000000001,1.0330000000000001,0.9630000000000001,0.9926666666666667,1.0026666666666666,0.9926666666666667,1.0026666666666666,0.9926666666666667,1.0026666666666666,0.9510000000000001,1.0495,1.0086666666666666,0.9873333333333333,1.036,0.9634285714285714,1.036,0.9634285714285714,1.036,0.9634285714285714,1.04975,0.9465,1.04975,0.9465,1.04975,0.9465,1.04975,0.9465,1.0,11.0,0.5,1.0,0.3471944700020437,0.059665735560705244,0.1920455574815764,0.2324486397070158,0.040403082225439396,1.3,1.32,-0.020000000000000018,1.435,1.185,0.25,0.25,0.5
2,Sentinels,41,2024-08-14,W,2:0,DRX,VCT 2024: Champions,https://www.vlr.gg/378822/drx-vs-sentinels-valorant-champions-2024-ubqf,41.0,"['Sunset', 'Haven']","['W', 'W']","[15.0, 13.0]","[13.0, 8.0]",2.0,2.0,0.0,"['Flashback', 'Foxy9', 'MaKo', 'BeYN', 'BuZz', 'zekken', 'Zellsis', 'TenZ', 'Sacy', 'johnqt']","['DRX', 'DRX', 'DRX', 'DRX', 'DRX', 'SEN', 'SEN', 'SEN', 'SEN', 'SEN']","[1.1, 1.0, 0.88, 0.83, 0.79, 1.31, 1.23, 1.07, 1.03, 0.9]",True,1.108,0.9199999999999999,1.0919999999999999,0.9066666666666667,1.092,0.9066666666666667,1.092,0.9066666666666667,1.092,0.9066666666666667,1.092,0.9066666666666667,1.092,0.9066666666666667,1.0470000000000002,0.9505000000000001,1.0028000000000001,0.9984,1.0374285714285714,0.9597142857142857,1.05775,0.94225,1.05775,0.94225,1.05775,0.94225,1.0675555555555556,0.9295555555555555,1.0675555555555556,0.9295555555555555,1.0675555555555556,0.9295555555555555,1.0675555555555556,0.9295555555555555,1.0,7.0,0.6666666666666666,4.333333333333333,0.11436782764396641,0.14593149077563758,0.2437618616550655,0.1748543383249123,-0.06890752333015321,1.1,1.31,-0.20999999999999996,1.39,1.2300000000000002,0.1599999999999997,0.5,0.5
