team_id,team_name,match_number_x,date,result,score,opponent,tournament,match_url,match_number_y,maps_played,map_results,our_scores,their_scores,total_maps,maps_won,maps_lost,all_players,all_player_teams,all_player_ratings
397,BBL Esports,45,2024/01/12,W,1:0,Team Falcons,Superdome '23: Egypt,https://www.vlr.gg/294161/team-falcons-vs-bbl-esports-superdome-2023-egypt-main-event-round-robin,45.0,['Split'],['W'],[13.0],[8.0],1.0,1.0,0.0,"['Moh', 'SpYzera', 'OuTLaW', 'KHaaLiD', 'Akai', 'reazy', 'QutionerX', 'pAura', 'Elite', 'Brave']","['FLC', 'FLC', 'FLC', 'FLC', 'FLC', 'BBL', 'BBL', 'BBL', 'BBL', 'BBL']","[1.27, 1.18, 0.82, 0.8, 0.59, 1.86, 1.4, 1.08, 0.65, 0.57]"
397,BBL Esports,47,2023/07/19,L,1:2,Karmine Corp,VCT 2023: EMEA LCQ,https://www.vlr.gg/235364/bbl-esports-vs-karmine-corp-champions-tour-2023-emea-last-chance-qualifier-ko,47.0,"['Haven', 'Lotus', 'Bind']","['W', 'L', 'L']","[14.0, 9.0, 12.0]","[12.0, 13.0, 14.0]",3.0,1.0,2.0,"['Turko', 'QutionerX', 'AsLanM4shadoW', 'Brave', 'SouhcNi', 'Nivera', 'ScreaM', 'xms', 'sh1n', 'ZE1SH']","['BBL', 'BBL', 'BBL', 'BBL', 'BBL', 'KC', 'KC', 'KC', 'KC', 'KC']","[1.07, 1.05, 0.86, 0.86, 0.82, 1.28, 1.22, 1.01, 0.99, 0.8]"
397,BBL Esports,48,2023/05/19,L,0:2,FUT Esports,VCT 2023: EMEA,https://www.vlr.gg/184061/bbl-esports-vs-fut-esports-champions-tour-2023-emea-league-w8,48.0,"['Pearl', 'Haven']","['L', 'L']","[5.0, 7.0]","[13.0, 13.0]",2.0,0.0,2.0,"['Turko', 'AsLanM4shadoW', 'Brave', 'QutionerX', 'SouhcNi', 'qw1', 'AtaKaptan', 'MOJJ', 'MrFaliN', 'qRaxs']","['BBL', 'BBL', 'BBL', 'BBL', 'BBL', 'FUT', 'FUT', 'FUT', 'FUT', 'FUT']","[0.97, 0.96, 0.94, 0.93, 0.45, 1.26, 1.21, 1.18, 1.03, 0.85]"
397,BBL Esports,49,2023/05/12,L,1:2,Team Liquid,VCT 2023: EMEA,https://www.vlr.gg/184055/bbl-esports-vs-team-liquid-champions-tour-2023-emea-league-w7,49.0,"['Split', 'Ascent', 'Bind']","['L', 'W', 'L']","[11.0, 13.0, 7.0]","[13.0, 7.0, 13.0]",3.0,1.0,2.0,"['QutionerX', 'Brave', 'Turko', 'SouhcNi', 'AsLanM4shadoW', 'nAts', 'Jamppi', 'Sayf', 'soulcas', 'Redgar']","['BBL', 'BBL', 'BBL', 'BBL', 'BBL', 'TL', 'TL', 'TL', 'TL', 'TL']","[1.43, 1.0, 0.94, 0.84, 0.73, 1.42, 1.27, 1.11, 0.76, 0.75]"
397,BBL Esports,50,2023/05/04,W,2:1,KOI,VCT 2023: EMEA,https://www.vlr.gg/184049/koi-vs-bbl-esports-champions-tour-2023-emea-league-w6,50.0,"['Pearl', 'Ascent', 'Bind']","['L', 'W', 'W']","[3.0, 13.0, 13.0]","[13.0, 4.0, 5.0]",3.0,2.0,1.0,"['trexx', 'sheydos', 'starxo', 'koldamenta', 'Wolfen', 'Brave', 'AsLanM4shadoW', 'SouhcNi', 'QutionerX', 'Turko']","['MKOI', 'MKOI', 'MKOI', 'MKOI', 'MKOI', 'BBL', 'BBL', 'BBL', 'BBL', 'BBL']","[1.24, 1.17, 0.78, 0.64, 0.5, 1.28, 1.23, 1.1, 1.04, 0.99]"
12010,Bilibili Gaming,1,2025/07/10,L,1:2,Karmine Corp,EWC 2025,https://www.vlr.gg/510132/karmine-corp-vs-bilibili-gaming-esports-world-cup-2025-decider-a,1.0,"['Icebox', 'Lotus', 'Sunset']","['L', 'W', 'L']","[5.0, 13.0, 9.0]","[13.0, 11.0, 13.0]",3.0,1.0,2.0,"['SUYGETSU', 'saadhak', 'Avez', 'Elite', 'marteen', 'Knight', 'whzy', 'nephh', 'rushia', 'Levius', 'SUYGETSU', 'saadhak', 'Avez', 'Elite', 'marteen', 'Knight', 'whzy', 'nephh', 'rushia', 'Levius']","['KC', 'KC', 'KC', 'KC', 'KC', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'KC', 'KC', 'KC', 'KC', 'KC', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.27, 1.26, 1.23, 0.86, 0.82, 1.12, 1.04, 1.0, 0.78, 0.68, 1.27, 1.26, 1.23, 0.86, 0.82, 1.12, 1.04, 1.0, 0.78, 0.68]"
12010,Bilibili Gaming,2,2025/07/09,W,2:1,G2 Esports,EWC 2025,https://www.vlr.gg/510131/bilibili-gaming-vs-g2-esports-esports-world-cup-2025-elim-a,2.0,"['Sunset', 'Pearl', 'Icebox']","['W', 'L', 'W']","[13.0, 4.0, 13.0]","[3.0, 13.0, 11.0]",3.0,2.0,1.0,"['whzy', 'nephh', 'rushia', 'Knight', 'Levius', 'trent', 'valyn', 'JonahP', 'jawgemo', 'shhhack', 'whzy', 'nephh', 'rushia', 'Knight', 'Levius', 'trent', 'valyn', 'JonahP', 'jawgemo', 'shhhack']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'G2', 'G2', 'G2', 'G2', 'G2', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'G2', 'G2', 'G2', 'G2', 'G2']","[1.16, 1.13, 1.08, 1.04, 0.81, 1.02, 0.97, 0.92, 0.92, 0.91, 1.16, 1.13, 1.08, 1.04, 0.81, 1.02, 0.97, 0.92, 0.92, 0.91]"
12010,Bilibili Gaming,3,2025/07/08,L,0:1,Paper Rex,EWC 2025,https://www.vlr.gg/510127/paper-rex-vs-bilibili-gaming-esports-world-cup-2025-opening-a,3.0,['Lotus'],['L'],[14.0],[16.0],1.0,0.0,1.0,"['d4v41', 'f0rsakeN', 'Jinggg', 'something', 'PatMen', 'whzy', 'rushia', 'Knight', 'nephh', 'Levius', 'd4v41', 'f0rsakeN', 'Jinggg', 'something', 'PatMen', 'whzy', 'rushia', 'Knight', 'nephh', 'Levius']","['PRX', 'PRX', 'PRX', 'PRX', 'PRX', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'PRX', 'PRX', 'PRX', 'PRX', 'PRX', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.23, 1.14, 1.08, 1.07, 0.63, 1.25, 1.04, 0.91, 0.9, 0.72, 1.23, 1.14, 1.08, 1.07, 0.63, 1.25, 1.04, 0.91, 0.9, 0.72]"
12010,Bilibili Gaming,4,2025/07/04,W,2:0,TYLOO,VCT 25: CN Stage 2,https://www.vlr.gg/506931/bilibili-gaming-vs-tyloo-vct-2025-china-stage-2-w1,4.0,"['Bind', 'Lotus']","['W', 'W']","[13.0, 13.0]","[5.0, 9.0]",2.0,2.0,0.0,"['rushia', 'nephh', 'Levius', 'whzy', 'Knight', 'Scales', 'Yoyo', 'sword9', 'Ninebody', 'slowly', 'rushia', 'nephh', 'Levius', 'whzy', 'Knight', 'Scales', 'Yoyo', 'sword9', 'Ninebody', 'slowly']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'TYL', 'TYL', 'TYL', 'TYL', 'TYL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'TYL', 'TYL', 'TYL', 'TYL', 'TYL']","[1.43, 1.33, 1.2, 0.99, 0.98, 0.96, 0.92, 0.87, 0.73, 0.63, 1.43, 1.33, 1.2, 0.99, 0.98, 0.96, 0.92, 0.87, 0.73, 0.63]"
12010,Bilibili Gaming,5,2025/06/11,L,0:2,Wolves Esports,Masters Toronto 2025,https://www.vlr.gg/490315/bilibili-gaming-vs-wolves-esports-valorant-masters-2025-toronto-r3-1-1,5.0,"['Ascent', 'Split']","['L', 'L']","[5.0, 10.0]","[13.0, 13.0]",2.0,0.0,2.0,"['whzy', 'Levius', 'nephh', 'Knight', 'rushia', 'Spring', 'Lysoar', 'SiuFatBB', 'Yuicaw', 'Juicy', 'whzy', 'Levius', 'nephh', 'Knight', 'rushia', 'Spring', 'Lysoar', 'SiuFatBB', 'Yuicaw', 'Juicy']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL']","[1.21, 0.85, 0.76, 0.73, 0.7, 1.32, 1.15, 1.1, 1.09, 0.94, 1.21, 0.85, 0.76, 0.73, 0.7, 1.32, 1.15, 1.1, 1.09, 0.94]"
12010,Bilibili Gaming,6,2025/06/09,L,1:2,Sentinels,Masters Toronto 2025,https://www.vlr.gg/490311/bilibili-gaming-vs-sentinels-champions-tour-2025-masters-toronto-r2-1-0,6.0,"['Icebox', 'Sunset', 'Lotus']","['W', 'L', 'L']","[13.0, 5.0, 9.0]","[9.0, 13.0, 13.0]",3.0,1.0,2.0,"['whzy', 'rushia', 'Levius', 'nephh', 'Knight', 'zekken', 'Zellsis', 'johnqt', 'bang', 'N4RRATE', 'whzy', 'rushia', 'Levius', 'nephh', 'Knight', 'zekken', 'Zellsis', 'johnqt', 'bang', 'N4RRATE']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'SEN', 'SEN', 'SEN', 'SEN', 'SEN', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'SEN', 'SEN', 'SEN', 'SEN', 'SEN']","[1.03, 1.03, 0.9, 0.89, 0.66, 1.32, 1.16, 1.03, 0.88, 0.84, 1.03, 1.03, 0.9, 0.89, 0.66, 1.32, 1.16, 1.03, 0.88, 0.84]"
12010,Bilibili Gaming,7,2025/06/07,W,2:1,Team Liquid,Masters Toronto 2025,https://www.vlr.gg/490307/bilibili-gaming-vs-team-liquid-champions-tour-2025-masters-toronto-r1,7.0,"['Icebox', 'Haven', 'Sunset']","['W', 'L', 'W']","[13.0, 14.0, 13.0]","[10.0, 16.0, 10.0]",3.0,2.0,1.0,"['rushia', 'whzy', 'nephh', 'Knight', 'Levius', 'penny', 'Keiko', 'kamo', 'Serial', 'paTiTek', 'rushia', 'whzy', 'nephh', 'Knight', 'Levius', 'penny', 'Keiko', 'kamo', 'Serial', 'paTiTek']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'TL', 'TL', 'TL', 'TL', 'TL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'TL', 'TL', 'TL', 'TL', 'TL']","[1.22, 1.16, 1.05, 1.03, 0.93, 1.03, 1.02, 0.91, 0.84, 0.79, 1.22, 1.16, 1.05, 1.03, 0.93, 1.03, 1.02, 0.91, 0.84, 0.79]"
12010,Bilibili Gaming,12,2025/05/04,L,1:3,Xi Lai Gaming,VCT 25: CN Stage 1,https://www.vlr.gg/473244/xi-lai-gaming-vs-bilibili-gaming-champions-tour-2025-china-stage-1-gf,12.0,"['Fracture', 'Lotus', 'Pearl', 'Haven']","['L', 'L', 'W', 'L']","[13.0, 10.0, 13.0, 12.0]","[15.0, 13.0, 8.0, 14.0]",4.0,1.0,3.0,"['Rarga', 'coconut', 'YOU', 'happywei', 'Viva', 'whzy', 'rushia', 'Knight', 'nephh', 'Levius']","['XLG', 'XLG', 'XLG', 'XLG', 'XLG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.09, 1.05, 1.03, 0.93, 0.89, 1.29, 1.17, 0.98, 0.95, 0.79]"
12010,Bilibili Gaming,13,2025/05/03,W,3:0,Wolves Esports,VCT 25: CN Stage 1,https://www.vlr.gg/473243/wolves-esports-vs-bilibili-gaming-champions-tour-2025-china-stage-1-lbf,13.0,"['Pearl', 'Lotus', 'Icebox']","['W', 'W', 'W']","[13.0, 13.0, 13.0]","[9.0, 11.0, 7.0]",3.0,3.0,0.0,"['Spring', 'Lysoar', 'Yuicaw', 'Juicy', 'SiuFatBB', 'whzy', 'rushia', 'nephh', 'Knight', 'Levius', 'Spring', 'Lysoar', 'Yuicaw', 'Juicy', 'SiuFatBB', 'whzy', 'rushia', 'nephh', 'Knight', 'Levius']","['WOL', 'WOL', 'WOL', 'WOL', 'WOL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.31, 0.88, 0.86, 0.82, 0.68, 1.31, 1.2, 1.18, 0.92, 0.82, 1.31, 0.88, 0.86, 0.82, 0.68, 1.31, 1.2, 1.18, 0.92, 0.82]"
12010,Bilibili Gaming,14,2025/05/02,W,2:1,EDward Gaming,VCT 25: CN Stage 1,https://www.vlr.gg/473242/edward-gaming-vs-bilibili-gaming-champions-tour-2025-china-stage-1-lr3,14.0,"['Fracture', 'Icebox', 'Pearl']","['L', 'W', 'W']","[8.0, 13.0, 13.0]","[13.0, 8.0, 11.0]",3.0,2.0,1.0,"['ZmjjKK', 'Smoggy', 'CHICHOO', 'nobody', 'Jieni7', 'Knight', 'rushia', 'whzy', 'Levius', 'nephh', 'ZmjjKK', 'Smoggy', 'CHICHOO', 'nobody', 'Jieni7', 'Knight', 'rushia', 'whzy', 'Levius', 'nephh']","['EDG', 'EDG', 'EDG', 'EDG', 'EDG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'EDG', 'EDG', 'EDG', 'EDG', 'EDG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.08, 1.0, 0.94, 0.79, 0.73, 1.3, 1.28, 1.09, 0.97, 0.92, 1.08, 1.0, 0.94, 0.79, 0.73, 1.3, 1.28, 1.09, 0.97, 0.92]"
12010,Bilibili Gaming,15,2025/04/20,W,2:0,Trace Esports,VCT 25: CN Stage 1,https://www.vlr.gg/473240/bilibili-gaming-vs-trace-esports-champions-tour-2025-china-stage-1-lr2,15.0,"['Fracture', 'Lotus']","['W', 'W']","[13.0, 13.0]","[8.0, 4.0]",2.0,2.0,0.0,"['whzy', 'nephh', 'Levius', 'rushia', 'Knight', 'Kai', 'Biank', 'Midi', 'LuoK1ng', 'heybay', 'whzy', 'nephh', 'Levius', 'rushia', 'Knight', 'Kai', 'Biank', 'Midi', 'LuoK1ng', 'heybay']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'TE', 'TE', 'TE', 'TE', 'TE', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'TE', 'TE', 'TE', 'TE', 'TE']","[1.55, 1.53, 1.24, 1.23, 0.88, 0.92, 0.87, 0.71, 0.6, 0.54, 1.55, 1.53, 1.24, 1.23, 0.88, 0.92, 0.87, 0.71, 0.6, 0.54]"
12010,Bilibili Gaming,16,2025/04/19,L,0:2,Wolves Esports,VCT 25: CN Stage 1,https://www.vlr.gg/473237/bilibili-gaming-vs-wolves-esports-champions-tour-2025-china-stage-1-ubsf,16.0,"['Split', 'Haven']","['L', 'L']","[8.0, 8.0]","[13.0, 13.0]",2.0,0.0,2.0,"['Knight', 'nephh', 'Levius', 'whzy', 'rushia', 'Lysoar', 'SiuFatBB', 'Juicy', 'Yuicaw', 'Spring', 'Knight', 'nephh', 'Levius', 'whzy', 'rushia', 'Lysoar', 'SiuFatBB', 'Juicy', 'Yuicaw', 'Spring']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL']","[1.26, 0.97, 0.92, 0.91, 0.79, 1.28, 1.22, 1.15, 1.15, 0.58, 1.26, 0.97, 0.92, 0.91, 0.79, 1.28, 1.22, 1.15, 1.15, 0.58]"
12010,Bilibili Gaming,18,2025/04/04,W,2:1,Wolves Esports,VCT 25: CN Stage 1,https://www.vlr.gg/450066/bilibili-gaming-vs-wolves-esports-champions-tour-2025-china-stage-1-w4,18.0,"['Lotus', 'Haven', 'Ascent']","['L', 'W', 'W']","[10.0, 13.0, 13.0]","[13.0, 5.0, 4.0]",3.0,2.0,1.0,"['Knight', 'rushia', 'Levius', 'whzy', 'nephh', 'Yuicaw', 'Lysoar', 'SiuFatBB', 'Spring', 'Juicy', 'Knight', 'rushia', 'Levius', 'whzy', 'nephh', 'Yuicaw', 'Lysoar', 'SiuFatBB', 'Spring', 'Juicy']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'WOL', 'WOL', 'WOL', 'WOL', 'WOL']","[1.32, 1.12, 1.05, 1.04, 1.02, 1.25, 1.09, 0.81, 0.73, 0.71, 1.32, 1.12, 1.05, 1.04, 1.02, 1.25, 1.09, 0.81, 0.73, 0.71]"
12010,Bilibili Gaming,19,2025/03/30,W,2:0,All Gamers,VCT 25: CN Stage 1,https://www.vlr.gg/450064/all-gamers-vs-bilibili-gaming-champions-tour-2025-china-stage-1-w3,19.0,"['Pearl', 'Fracture']","['W', 'W']","[13.0, 13.0]","[4.0, 5.0]",2.0,2.0,0.0,"['K1ra', 'Lsn', 'player', 'HanChe', 'deLb', 'whzy', 'nephh', 'Levius', 'Knight', 'rushia', 'K1ra', 'Lsn', 'player', 'HanChe', 'deLb', 'whzy', 'nephh', 'Levius', 'Knight', 'rushia']","['AG', 'AG', 'AG', 'AG', 'AG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'AG', 'AG', 'AG', 'AG', 'AG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.03, 0.74, 0.7, 0.68, 0.56, 1.73, 1.41, 1.2, 1.17, 0.94, 1.03, 0.74, 0.7, 0.68, 0.56, 1.73, 1.41, 1.2, 1.17, 0.94]"
12010,Bilibili Gaming,20,2025/03/23,W,2:1,JDG Esports,VCT 25: CN Stage 1,https://www.vlr.gg/450058/bilibili-gaming-vs-jdg-esports-champions-tour-2025-china-stage-1-w2,20.0,"['Pearl', 'Icebox', 'Fracture']","['W', 'L', 'W']","[13.0, 5.0, 13.0]","[10.0, 13.0, 8.0]",3.0,2.0,1.0,"['Levius', 'rushia', 'whzy', 'nephh', 'Knight', 'jkuro', 'Babyblue', 'MrCANI', 'Z1yan', 'stew', 'Levius', 'rushia', 'whzy', 'nephh', 'Knight', 'jkuro', 'Babyblue', 'MrCANI', 'Z1yan', 'stew']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'JDG', 'JDG', 'JDG', 'JDG', 'JDG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'JDG', 'JDG', 'JDG', 'JDG', 'JDG']","[1.13, 1.12, 1.0, 0.95, 0.94, 1.08, 1.05, 1.0, 1.0, 0.82, 1.13, 1.12, 1.0, 0.95, 0.94, 1.08, 1.05, 1.0, 1.0, 0.82]"
12010,Bilibili Gaming,29,2024/12/13,L,1:2,NRG,SOOP League,https://www.vlr.gg/425343/nrg-esports-vs-bilibili-gaming-soop-valorant-league-elim-b,29.0,"['Split', 'Ascent', 'Abyss']","['L', 'W', 'L']","[11.0, 13.0, 7.0]","[13.0, 10.0, 13.0]",3.0,1.0,2.0,"['Verno', 's0m', 'mada', 'Ethan', 'FiNESSE', 'nephh', 'rushia', 'whzy', 'Knight', 'Levius', 'Verno', 's0m', 'mada', 'Ethan', 'FiNESSE', 'nephh', 'rushia', 'whzy', 'Knight', 'Levius']","['NRG', 'NRG', 'NRG', 'NRG', 'NRG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.19, 1.19, 1.05, 1.03, 0.8, 1.02, 0.92, 0.9, 0.9, 0.88, 1.19, 1.19, 1.05, 1.03, 0.8, 1.02, 0.92, 0.9, 0.9, 0.88]"
12010,Bilibili Gaming,30,2024/12/11,L,1:2,DRX,SOOP League,https://www.vlr.gg/425341/drx-vs-bilibili-gaming-soop-valorant-league-opening-b,30.0,"['Bind', 'Abyss', 'Pearl']","['L', 'W', 'L']","[6.0, 13.0, 9.0]","[13.0, 9.0, 13.0]",3.0,1.0,2.0,"['Flashback', 'MaKo', 'free1ng', 'HYUNMIN', 'Athan', 'nephh', 'Knight', 'whzy', 'Levius', 'rushia', 'Flashback', 'MaKo', 'free1ng', 'HYUNMIN', 'Athan', 'nephh', 'Knight', 'whzy', 'Levius', 'rushia']","['DRX', 'DRX', 'DRX', 'DRX', 'DRX', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'DRX', 'DRX', 'DRX', 'DRX', 'DRX', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.39, 1.28, 0.95, 0.91, 0.82, 1.11, 1.02, 0.87, 0.84, 0.73, 1.39, 1.28, 0.95, 0.91, 0.82, 1.11, 1.02, 0.87, 0.84, 0.73]"
12010,Bilibili Gaming,37,2024/08/08,L,0:2,KRÜ Esports,VCT 2024: Champions,https://www.vlr.gg/378659/bilibili-gaming-vs-kr-esports-valorant-champions-2024-elim-a,37.0,"['Lotus', 'Icebox']","['L', 'L']","[9.0, 4.0]","[13.0, 13.0]",2.0,0.0,2.0,"['Flex1n', 'Knight', 'whzy', 'yosemite', 'nephh', 'heat', 'keznit', 'mta', 'Shyy', 'Melser', 'Flex1n', 'Knight', 'whzy', 'yosemite', 'nephh', 'heat', 'keznit', 'mta', 'Shyy', 'Melser']","['BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ']","[1.19, 0.78, 0.78, 0.58, 0.57, 1.52, 1.36, 1.32, 1.24, 0.75, 1.19, 0.78, 0.78, 0.58, 0.57, 1.52, 1.36, 1.32, 1.24, 0.75]"
12010,Bilibili Gaming,38,2024/08/02,L,0:2,FNATIC,VCT 2024: Champions,https://www.vlr.gg/378656/fnatic-vs-bilibili-gaming-valorant-champions-2024-opening-a,38.0,"['Bind', 'Lotus']","['L', 'L']","[9.0, 4.0]","[13.0, 13.0]",2.0,0.0,2.0,"['Chronicle', 'hiro', 'Derke', 'Boaster', 'Alfajer', 'whzy', 'nephh', 'Knight', 'Flex1n', 'yosemite', 'Chronicle', 'hiro', 'Derke', 'Boaster', 'Alfajer', 'whzy', 'nephh', 'Knight', 'Flex1n', 'yosemite']","['FNC', 'FNC', 'FNC', 'FNC', 'FNC', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG', 'FNC', 'FNC', 'FNC', 'FNC', 'FNC', 'BLG', 'BLG', 'BLG', 'BLG', 'BLG']","[1.34, 1.32, 1.19, 1.13, 0.84, 1.06, 0.97, 0.83, 0.67, 0.64, 1.34, 1.32, 1.19, 1.13, 0.84, 1.06, 0.97, 0.83, 0.67, 0.64]"
188,Cloud9,1,2025/05/20,L,0:2,NRG,EWC 2025,https://www.vlr.gg/488015/cloud9-vs-nrg-esports-world-cup-2025-lbf,1.0,"['Split', 'Icebox']","['L', 'L']","[9.0, 9.0]","[13.0, 13.0]",2.0,0.0,2.0,"['OXY', 'v1c', 'mitch', 'Xeppaa', 'neT', 'mada', 'brawk', 'skuba', 'Ethan', 's0m', 'OXY', 'v1c', 'mitch', 'Xeppaa', 'neT', 'mada', 'brawk', 'skuba', 'Ethan', 's0m']","['C9', 'C9', 'C9', 'C9', 'C9', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG', 'C9', 'C9', 'C9', 'C9', 'C9', 'NRG', 'NRG', 'NRG', 'NRG', 'NRG']","[1.01, 0.93, 0.89, 0.78, 0.53, 1.46, 1.25, 1.06, 0.97, 0.91, 1.01, 0.93, 0.89, 0.78, 0.53, 1.46, 1.25, 1.06, 0.97, 0.91]"
188,Cloud9,2,2025/05/18,L,0:2,100 Thieves,EWC 2025,https://www.vlr.gg/488009/100-thieves-vs-cloud9-esports-world-cup-2025-ubf,2.0,"['Haven', 'Split']","['L', 'L']","[9.0, 8.0]","[13.0, 13.0]",2.0,0.0,2.0,"['Cryocells', 'Asuna', 'Boostio', 'eeiu', 'zander', 'v1c', 'OXY', 'Xeppaa', 'neT', 'mitch', 'Cryocells', 'Asuna', 'Boostio', 'eeiu', 'zander', 'v1c', 'OXY', 'Xeppaa', 'neT', 'mitch']","['100T', '100T', '100T', '100T', '100T', 'C9', 'C9', 'C9', 'C9', 'C9', '100T', '100T', '100T', '100T', '100T', 'C9', 'C9', 'C9', 'C9', 'C9']","[1.33, 1.12, 1.01, 1.0, 0.97, 1.12, 1.03, 0.96, 0.87, 0.63, 1.33, 1.12, 1.01, 1.0, 0.97, 1.12, 1.03, 0.96, 0.87, 0.63]"
188,Cloud9,3,2025/05/17,W,2:1,KRÜ Esports,EWC 2025,https://www.vlr.gg/488008/kr-esports-vs-cloud9-esports-world-cup-2025-ubsf,3.0,"['Pearl', 'Split', 'Lotus']","['L', 'W', 'W']","[9.0, 13.0, 13.0]","[13.0, 7.0, 5.0]",3.0,2.0,1.0,"['traded', 'nerve', 'Mazino', 'adverso', 'Melser', 'OXY', 'v1c', 'Xeppaa', 'mitch', 'neT', 'traded', 'nerve', 'Mazino', 'adverso', 'Melser', 'OXY', 'v1c', 'Xeppaa', 'mitch', 'neT']","['KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'C9', 'C9', 'C9', 'C9', 'C9', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'KRÜ', 'C9', 'C9', 'C9', 'C9', 'C9']","[1.15, 1.02, 0.97, 0.76, 0.64, 1.63, 1.18, 1.01, 0.87, 0.85, 1.15, 1.02, 0.97, 0.76, 0.64, 1.63, 1.18, 1.01, 0.87, 0.85]"
188,Cloud9,4,2025/05/16,W,2:0,2Game Esports,EWC 2025,https://www.vlr.gg/488005/cloud9-vs-2game-esports-esports-world-cup-2025-ubqf,4.0,"['Lotus', 'Haven']","['W', 'W']","[13.0, 14.0]","[5.0, 12.0]",2.0,2.0,0.0,"['OXY', 'Xeppaa', 'mitch', 'neT', 'v1c', 'silentzz', 'gobera', 'lz', 'pryze', 'jayp']","['C9', 'C9', 'C9', 'C9', 'C9', '2G', '2G', '2G', '2G', '2G']","[1.36, 1.26, 1.12, 1.07, 1.0, 1.0, 0.92, 0.82, 0.75, 0.73]"
188,Cloud9,5,2025/04/25,L,0:2,Evil Geniuses,VCT 25: AMER Stage 1,https://www.vlr.gg/475904/cloud9-vs-evil-geniuses-champions-tour-2025-americas-stage-1-lr1,5.0,"['Fracture', 'Icebox']","['L', 'L']","[9.0, 13.0]","[13.0, 15.0]",2.0,0.0,2.0,"['mitch', 'v1c', 'OXY', 'Xeppaa', 'neT', 'yay', 'icy', 'supamen', 'Derrek', 'NaturE', 'mitch', 'v1c', 'OXY', 'Xeppaa', 'neT', 'yay', 'icy', 'supamen', 'Derrek', 'NaturE']","['C9', 'C9', 'C9', 'C9', 'C9', 'EG', 'EG', 'EG', 'EG', 'EG', 'C9', 'C9', 'C9', 'C9', 'C9', 'EG', 'EG', 'EG', 'EG', 'EG']","[1.2, 0.99, 0.9, 0.9, 0.61, 1.38, 1.27, 0.98, 0.96, 0.79, 1.2, 0.99, 0.9, 0.9, 0.61, 1.38, 1.27, 0.98, 0.96, 0.79]"
